PK_COD_ENTIDADE,NO_ENTIDADE,MAT_CRECHE,MAT_PRE,MAT_FUND,MAT_MEDIO
33163634,0918801 EDI BIANCA ROCHA TAVARES,116,151,0,0
33163642,0918802 EDI PINTANDO O SETE,193,66,0,0
33163650,0918804 EDI RENAN DE SOUZA LEAL,93,65,0,0
33163669,0716802 EDI ARTHUR BISPO DO ROSARIO,129,223,0,0
33163677,0123004 ESCOLA MUNICIPAL GEO JUAN ANTONIO SAMARANCH,0,0,533,0
33163685,0918805 EDI CANTORA CESARIA EVORA,146,220,0,0
33163707,0227005 ESCOLA MUNICIPAL ANDRE URANI,0,0,233,0
33163715,0312041 ESCOLA MUNICIPAL JOSE APARECIDO DO PRADO SARTI,0,28,348,0
33163723,0918807 EDI URBANO DE FREITAS,300,108,0,0
33163740,0716803 EDI COMPOSITOR ROBERTO RIBEIRO,102,96,0,0
33163758,0918094 ESCOLA MUNICIPAL PAULO RENATO SOUZA,0,0,467,0
33163766,0716804 EDI RODRIGO LOPES TIKINHO,76,150,0,0
33163774,0918095 ESCOLA MUNICIPAL MOACYR SCLIAR,0,0,581,0
33163782,0918806 EDI COMENDADOR SERAFIM SOFIA,204,205,0,0
33163790,0724801 EDI MILENA SANTOS NASCIMENTO,148,129,0,0
33163804,0918803 EDI LUDMILA MAXIMO MOREIRA CARDOSO,142,97,0,0
33163812,1026025 ESCOLA MUNICIPAL RIVADAVIA MANOEL PINTO,0,0,818,0
33163847,1019802 EDI LARISSA DOS SANTOS ATANAZIO,129,197,0,0
33163855,1019804 EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ,120,243,0,0
33163871,0724803 EDI VERA LUCIA MARTINS COSTA,124,240,0,0
33163880,0734803 EDI ANA CAROLINA PACHECO DA SILVA,47,107,0,0
33163910,0312801 EDI HENRIQUE FOREIS,121,0,0,0
33163928,0312802 EDI LUCIA MARIA BATISTA DE ALBUQUERQUE,141,191,0,0
33163936,0312803 EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS,95,146,0,0
33163944,0312804 EDI PROFESSORA TANIA MARTINS NOVO LENZ,98,72,0,0
33163952,0312805 EDI TANIA CRISTINA MOREIRA,148,146,0,0
33163960,0208801 EDI IGOR MORAES DA SILVA,144,0,0,0
33163979,0410804 EDI SARGENTO JORGE FALEIRO SOUZA,71,77,0,0
33163987,0410805 EDI COMPOSITOR NEOCI DIAS DE ANDRADE,140,52,0,0
33163995,0724802 EDI PORFIRIO DIAS,73,0,0,0
33164070,0411801 EDI MARIANA ROCHA DE SOUZA,114,111,0,0
33164088,0101802 EDI MACHADO DE ASSIS,139,177,0,0
33164096,0411802 EDI JOEL LUIZ DE AZEVEDO BASTOS,75,78,0,0
33164100,1120801 EDI JOSE DE SOUZA RAMOS,124,141,0,0
33164118,0430802 EDI PROFESSORA KELITA FARIA DE PAULA,151,195,0,0
33164126,0103802 EDI LILY MARINHO,131,48,0,0
33164134,0103804 EDI ZELIA GATTAI AMADO,73,70,0,0
33164142,0107801 EDI PROFESSORA DAYSE MALAGOLE,123,151,0,0
33164150,0123801 EDI HELOISA MARINHO,13,94,0,0
33164304,0515801 EDI KARINE LORRAINE CHAGAS DE OLIVEIRA,149,94,0,0
33164312,1026026 ESCOLA MUNICIPAL GEO DOUTOR SOCRATES,0,0,413,0
33164320,1026802 EDI MARCOS FLAMINIO PORTUGAL PINTO,176,296,0,0
33164584,CENTRO EDUCACIONAL DEUS E FIEL UM FUTURO DE EXCELENCIA LTDA ME,4,11,37,0
33164592,INSTITUTO DE EDUCACAO RIBEIRO DE OLIVEIRA,23,67,144,0
33164665,ESCOLA IMAGINARTE,18,12,0,0
33164681,CRECHE ESCOLA MODERNA - CRECHE ESCOLA BEM ME QUER,58,23,6,0
33164720,CRECHE CANTINHO FELIZ DO ITANHANGA LTDA,34,26,0,0
33164789,CRECHE ESCOLA LE PETIT LTDA,27,25,0,0
33164797,CASA NA ARVORE ESPACO DE EDUCACAO INFANTIL LTDA,33,11,0,0
33164886,CRECHE E PRE-ESCOLA CANTINHO DO SABER,167,0,0,0
33164894,CENTRO EDUCACIONAL CRECHE ESCOLA FONTE REIS LTDA,61,11,0,0
33164916,SER SOCIEDADEEDUCACIONAL RECREIO,74,46,0,0
33164932,CRECHE ESCOLA VILA INFANTIL,22,17,0,0
33164959,CENTRO RECREATIVO CANTINHO D ALEGRIA,17,12,0,0
33164967,CRECHE ESCOLA MUNDO DA CRIANCA - CENTRO EDUCACIONAL MONTEIRO MARQUES,78,53,53,0
33164975,CENTRO EDUCACIONAL LOUREIRO DE MORAES,7,19,0,0
33165084,CRECHE ESCOLA BABY LUZ,23,18,0,0
33165149,JARDIM ESCOLA CARINHAS PINTADAS,5,5,0,0
33165165,CRECHE ESCOLA REI LEAO,32,60,130,0
33165173,SOCIEDADE EDUCACIONAL ROCHA MARTINS,8,12,66,0
33165181,ASSOCIACAO RECREATIVA PINGUINHO DE GENTE,94,25,0,0
33165327,CENTRO ESCOLAR MENDANHA,41,70,281,0
33165335,CENTRO EDUCACIONAL MOACIR FOLHA ME,0,12,26,0
33165343,CENTRO EDUCACIONAL TECNOLOGICO DO RIO DE JANEIRO,0,0,0,0
33165360,ASSOCIACAO DO CENTRO EDUCACIONAL EVANGELICO MELO COSTA,50,0,0,0
33165416,COLEGIO MV1 COCOTA FILIAL,0,0,124,0
33165505,INSTITUTO POLITECNICO DE SAUDE,0,0,0,0
33165513,CASA MONTE ALEGRE,36,23,0,0
33165530,ESCOLA TECNICA DE IMAGEM E SAUDE,0,0,0,0
33165572,COLEGIO E CURSO MIGUEL COUTO VILA DA PENHA,0,0,123,185
33165718,COLEGIO NUNES DE OLIVEIRA LTDA,43,41,99,0
33165777,MMELLO EDUCACAO INFANTIL LTDA,33,23,0,0
33165785,OBRA SOCIAL DA CREHE CANTINHO FELIZ II,106,0,0,0
33165793,CEMS CENTRO EDUCACIONAL MAIA SANTOS - JARDIM ESCOLA BRILHO DO FUTURO,61,0,0,0
33165874,MARY POPPINS CRECHE E PRE-ESCOLA,61,10,0,0
33165882,CRECHE ESCOLA ESPACO EDUCAR,10,12,0,0
33165890,CURIOSA IDADE CRECHE MATERNAL LTDA,56,0,0,0
33165904,CRECHE ESCOLA REFERENCIACOM,100,43,0,0
33165955,ESCOLA TECNICA NILTON MURAD,0,0,0,0
33165963,CENTRO EDUCACIONAL CAMPINHO LTDA,34,80,380,0
33166110,1019805 EDI PROFESSOR CELSO DE ALMEIDA CHAVES,132,258,0,0
33166137,CAL OFICINA DE FORMACAO TEATRAL LTDA,0,0,0,0
33166188,CRECHE ESCOLA COMUNITARIA GENTE INOCENTE II,213,0,0,0
33166196,JEARFINHO,53,106,0,0
33166218,CENTRO INTEGRADO DE ESTUDOS EM TURISMO E HOTELARIA,0,0,0,0
33166226,CENTRO EDUCACIONAL LOPES PINHEIRO,22,44,181,0
33166234,CENTRO DE ENSINO PROGRESSO DE BANGU LTDA,20,23,80,0
33166269,CTA-CENTRO DE TECNOLOGIA APLICADA,0,0,0,310
33166820,COLEGIO E CURSO PENSI,0,0,41,405
33166900,SEI - SISTEMA DE ENSINO INTERATIVO,0,0,0,101
33166935,COLEGIO E CURSO PENSI,0,0,188,210
33166943,COLEGIO E CURSO PENSI,0,0,343,486
33166994,STAR FINDER ENSINO E CULTURA LTDA - EPP,4,25,155,49
33167010,INSTITUTO MENDONCA DA COSTA EDUCACIONAL,0,0,0,0
33167117,CENTRO EDUCACIONAL MANDARINO RODRIGUES LTDA-ME,0,0,8,20
33167257,0103807 EDI MARIA LUIZA NOBRE - TIA LUIZINHA,157,0,0,0
33167354,0101011 ESCOLA MUNICIPAL GEO FELIX MIELLI VENERANDO,0,0,409,0
33167362,0430804 EDI CREMILDA DA SILVA DOS SANTOS,0,132,0,0
33167370,CENTRO CULTURAL PEDRO II SANTA CRUZ,33,58,168,0
33167460,0313056 ESCOLA MUNICIPAL MINISTRO CARLOS ALBERTO MENEZES DIREITO,0,156,334,0
33167478,0430010 ESCOLA MUNICIPAL ESCRITOR BARTOLOMEU CAMPOS DE QUEIROS,0,0,790,0
33167486,0430701 ESCOLA MUNICIPAL CENTRO DE EDUCACAO DE JOVENS E ADULTOS CEJA - MARE,0,0,0,0
33167494,0625041 ESCOLA MUNICIPAL JORNALISTA E ESCRITOR DANIEL PIZA,0,0,644,0
33167508,0716077 ESCOLA MUNICIPAL PROFESSORA MARISA VARGAS MENEZES,0,0,372,0
33167524,ESCOLA ANGEL VIANNA,0,0,0,0
33167532,ESCOLA DE DANCA PETITE DANSE,0,0,0,0
33167567,1019074 ESCOLA MUNICIPAL RICARDO BRENTANI,0,0,420,0
33167621,1019075 ESCOLA MUNICIPAL ROBERTO CIVITA,0,0,624,0
33167818,0312809 EDI PROFESSORA VALERIA PEREIRA DE SOUZA PINTO,184,151,0,0
33167834,0313801 EDI PROF JOSE LIBONATI FILHO,100,0,0,0
33167842,0209803 EDI PROFESSORA SUELY DE PINHO CAVALCANTE,180,20,0,0
33167869,1120802 EDI NEUSA MARIA GOULART BRIZOLA,80,143,0,0
33167877,0411803 EDI MARIA DE LOURDES FERREIRA,99,84,0,0
33167885,0430803 EDI PROFESSOR MOACYR DE GOES,140,95,0,0
33167893,0430805 EDI PROFESSORA SOLANGE CONCEICAO TRICARICO,103,90,0,0
33167907,0625813 EDI PROFESSORA GRACILIA ROSA DE BELEM MAYOR,171,43,0,0
33167923,0515809 EDI PROFESSOR UBIRAJARA DE PAULA CASTRO,190,0,0,0
33167931,0716805 EDI ANNA MARIA NIEMEYER,43,221,0,0
33167940,0716806 EDI PROFESSORA EDILIA COELHO GARCIA,78,81,0,0
33167958,0817808 EDI PROFESSOR ANTONIO FLAVIO PIERUCCI,171,183,0,0
33167966,0716807 EDI LEILA DINIZ,126,232,0,0
33167974,0817814 EDI PROFESSORA GIOVANA BANSI,166,114,0,0
33167982,0833806 EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,210,155,0,0
33167990,0716808 EDI PROFESSORA MARIA BERENICE PARENTE,149,271,0,0
33168008,0716809 EDI PROFESSOR ROBERTO LUIZ PEREIRA,81,116,0,0
33168016,0716810 EDI EU SOU,0,337,0,0
33168024,0918813 EDI PROFESSOR MARCO ALTINO DE OLIVEIRA,195,168,0,0
33168067,1019806 EDI PROFESSOR RUBEM GONCALVES,81,201,0,0
33168075,0918814 EDI PROFESSOR NESTOR MANOEL PINTO,176,222,0,0
33168083,1019807 EDI PROFESSOR ANTONIO ALFREDO MERCADANTE,118,194,0,0
33168105,1019808 EDI GEOGRAFO AZIZ AB SABER,171,186,0,0
33168113,1019809 EDI PROFESSORA CARMEN FRAGA DE ARAUJO,119,45,0,0
33168121,0918816 EDI PROFESSOR JOAO FERNANDES FILHO,64,49,0,0
33168130,1019810 EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO,115,145,0,0
33168598,COLEGIO LAURA MATOS UNIDADE 3,127,207,0,0
33168644,INSTITUTO GUANABARA LTDA - FILIAL CACHAMBI,0,0,61,71
33168709,ESCOLA TECNICA SANDRA SILVA,0,0,0,0
33168725,CRECHE ESCOLA PEQUENINOS,25,37,0,0
33168741,CENTRO DE DANCA RIO,0,0,0,0
33168750,JARDIM ESCOLA ARCA DOS SONHOS,24,25,0,0
33168768,INSTITUTO EDUCACIONAL CRESCENDO E APRENDENDO,48,0,0,0
33168792,CENTRO DE INTEGRACAO SOCIAL SANTO AGOSTINHO,40,99,260,0
33168865,ESPACO KIDS CRECHE ESCOLA LTDA ME,42,18,0,0
33168890,EDUCACAO INFANTIL 14 BIS,17,23,0,0
33168903,ESPACO INTEGRADO DAS AMERICAS,0,0,8,0
33168954,ARTE DE EDUCAR,10,10,32,0
33168970,COLEGIO DE APLICACAO UNIVERSITARIUS LTDA ME,0,0,265,166
33169063,LAR CANTINHO FELIZ,105,85,0,0
33169098,CRECHE ESCOLA DA INFANCIA LTDA,54,62,0,0
33169411,NIC NUCLEO INTENSIVO DE CURSOS LTDA,0,0,0,0
33169438,COLEGIO LEMOS DE CASTRO II,0,0,0,243
33169489,ESCOLA CAROLINA PATRICIO - GENTE MIUDA,143,100,0,0
33169500,0430011 ESCOLA MUNICIPAL ESCRITOR LEDO IVO,0,0,315,0
33169608,CENTRO EDUCACIONAL CARVALHO ROMANI,0,0,67,0
33169624,CENTRO EDUCACIONAL PERFIL,0,0,111,0
33169713,SISTEMA ELITE DE ENSINO,0,0,693,721
33169764,CRECHE ESCOLA ALEGRIA DO RECREIO LTDA EPP,27,34,0,0
33169802,OBRA SOCIAL LAR DE PIERINA,47,31,0,0
33169837,JARDIM ESCOLA ABELINHA SABIDA,15,44,0,0
33169896,INSTITUTO EDUCACIONAL LUIZ ANTONIO,115,25,0,0
33169942,COLEGIO GARRA KIDS,14,8,0,0
33169993,CENTRO INTEGRADO EDUCACIONAL ATITUDE DE ENSINO LTDA,17,0,15,0
33170088,CENTRO EDUCACIONAL PAIVA DRUMOND,0,12,33,0
33170100,ESCOLA SESI JACAREPAGUA - FREGUESIA,0,0,0,155
33170126,CENTRO EDUCACIONAL MORAES FERREIRA,47,46,130,0
33170150,CE HEBE CAMARGO,0,0,0,415
33170193,CE MARIO LAGO,0,0,0,0
33170215,CE MARIA MONTESSORI,0,0,0,0
33170606,CENTRO POLITECNICO,0,0,0,0
33170630,ESCOLA TECNICA SANDRA SILVA,0,0,0,144
33170800,CRECHE ESCOLA AMOR PERFEITO LTDA,66,24,0,0
33170894,SERVICO EDUCACIONAL DA TIJUCA II,11,44,0,0
33170975,0107016 ESCOLA MUNICIPAL JOSUE DE SOUSA MONTELLO,0,100,221,0
33170983,0430806 EDI CLEIA SANTOS DE OLIVEIRA,86,94,0,0
33170991,0431802 EDI PROFESSOR CARLOS FALSETH,199,296,0,0
33171009,0716078 ESCOLA MUNICIPAL DOMINGOS PASCHOAL CEGALLA,0,37,127,0
33171017,0515810 EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES,109,100,0,0
33171025,0625814 EDI PROFESSORA ROSEANE VASCONCELOS,137,148,0,0
33171033,0625816 EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA,115,75,0,0
33171041,0625817 EDI PROFESSORA DANIELE SIMOES DE SOUZA LOPES,167,115,0,0
33171068,0204804 EDI PROFESSORA SARITA KONDER,69,46,0,0
33171076,0209804 EDI PROFESSORA LUCIA MARIA QUITETE DE CARVALHO AMARAL,89,46,0,0
33171084,0716813 EDI PROFESSORA KENIA MENDES DOS SANTOS,112,105,0,0
33171092,0410807 EDI PROFESSORA TANIA DA ROCHA CORREA,149,143,0,0
33171106,0410808 EDI ALMIR LEITE RIBEIRO,195,198,0,0
33171114,0716814 EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA,106,357,0,0
33171122,0724804 EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO,95,58,0,0
33171130,0817815 EDI SENHOR JOAO GOMES,148,144,0,0
33171149,0833807 EDI LUIZA PAULA DA SILVEIRA MACHADO,223,0,0,0
33171165,0918808 EDI PROFESSORA MARTA REGINA PERROTA,166,186,0,0
33171173,0918815 EDI PROFESSORA SIRLEIA SILVA REIS,233,158,0,0
33171190,0918817 EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO,211,220,0,0
33171203,CENTRO EDUCACIONAL AMELIA BITTENCOURT - EDUC INFANTIL,54,82,0,0
33171211,0918822 EDI PROFESSOR ANDRE LUIZ GILZ,158,114,0,0
33171408,ESCOLA CRECHE DINDINHA LUA,7,8,0,0
33171467,COLEGIO LLESSER UNIDADE 2,0,0,93,60
33171505,COLEGIO COUTO REIS,0,0,113,0
33171530,COLEGIO MV1 TOTAL - UNIDADE CACHAMBI,13,39,104,0
33171572,CENTRO EDUCACIONAL MEIRELES MACEDO,81,119,293,0
33171602,CENTRO DE EDUCACAO INFANTIL IRMA SCHEILLA,11,13,0,0
33171645,COLEGIO INTEGRAL SOLAR,0,0,92,59
33171696,CENTRO EDUCACIONAL CONVIVENCIA,34,58,159,0
33171718,ESCOLA ARAUJO PINHO,0,0,140,0
33171807,ESCOLA AMIGUINHO DO SOL,0,3,0,0
33171890,CENTRO EDUCACIONAL MATTOS CAVALCANTE,27,25,106,0
33171939,FOR KIDS CRECHE E ESCOLA LTDA,69,0,0,0
33171947,CRECHE ESCOLA AQUARELA DA FREGUESIA LTDA,39,36,11,0
33171963,CENTRO EDUCACIONAL LIMA NASCIMENTO MATRIZ,0,0,124,0
33171971,PLANETA DA CRIANCA EDUCACAO INFANTIL,44,33,0,0
33171980,CRECHE E PRE ESCOLA OFICINA DO CRESCER LTDA,25,25,0,0
33171998,EDUCANDARIO MOLINA,0,21,132,0
33172021,CRECHE JACAREZINHO,211,20,0,0
33172129,ESCOLA DE ENFERMAGEM DA CRUZ VERMELHA BRASILEIRA,0,0,0,0
33172315,CENTRO DE ENSINO E CULTURA,0,0,247,174
33172331,SISTEMA ELITE DE ENSINO,0,0,329,182
33172374,CENTRO EDUCACIONAL RODRIGUES VICENTE,0,0,82,0
33172609,SENAC MADUREIRA,0,0,0,0
33172676,CRECHE ESCOLA SANTO ANTAO LTDA,71,0,0,0
33172684,CRI-ACAO CRECHE E ESCOLA LTDA,57,62,10,0
33172706,CENTRO EDUCACIONAL QUEEN LMTD,0,0,205,0
33172730,ESCOLA EDUCAR BRASIL LTDA,32,42,91,0
33172749,COGUMELO MAGICO CRECHE E MATERNAL LTDA 2,64,59,0,0
33172773,J MAIA CRECHE E ESCOLA LTDA ME,21,7,0,0
33172781,CENTRO EDUCACIONAL QUEEN LMTD 2,0,0,205,0
33172803,SENAC MARECHAL FLORIANO,0,0,0,0
33172820,CRECHE ESPACO SEMENTE,80,17,0,0
33172862,CENTRO EDUCACIONAL QUEEN LTDA,0,0,0,134
33172897,COLEGIO ROSA DE SARON LTDA,0,0,150,47
33172935,CRECHE COMUNITARIA CASULO DO PARQUE PROLETARIO DA PENHA,100,0,0,0
33172951,QUINTAL EDUCACAO INFANTIL,40,21,0,0
33172960,CRECHE ESCOLA PLANETA DA CRIANCA 1,53,33,0,0
33173010,CE JORNALISTA MAURICIO AZEDO,0,0,0,243
33173133,COLEGIO TECNICO SANTA CLARA EIRELI ME,0,0,216,101
33173168,COLEGIO DALTRO NETTO,0,0,224,73
33173176,CENTRO EDUCACIONAL UNIVERSIDADE DA INFANCIA,0,25,64,0
33173192,COLEGIO E CURSO SOUZA AYRES LTDA ME,0,0,0,0
33173206,CELO EL ELYON,9,31,74,0
33173214,GULLIVER,31,17,0,0
33173222,COPANOVA CRECHE ESCOLA LTDA,146,55,0,0
33173257,EDUCANDARIO INHOAIBA 2,0,22,0,0
33173265,ECE ESSENCIAL CENTRO EDUCACIONAL LTDA,28,16,0,0
33173290,INSTITUTO DE ENSINO ATAIDE LTDA,0,0,0,0
33173320,ESCOLA TECNICA ELECTRA - SANTA CRUZ,0,0,0,0
33173680,COLEGIO E CURSO TAMANDARE - UNIDADE CENTRO,0,0,201,52
33173800,SENAC COPACABANA,0,0,0,0
33173869,COLEGIO DE A A Z UNIDADE RECREIO,0,0,0,70
33173877,ACADEMIA INTERNACIONALDE CINEMA HD EIRELI EPP,0,0,0,0
33173907,SANTA MONICA CENTRO EDUCACIONAL - TAQUARA,61,119,548,58
33173923,ICONE COLEGIO E CURSO,0,0,336,380
33173931,ESCOLA CAROLINA PATRICIO - UNIDADE GOLFE OLIMPICO,0,0,198,106
33173940,0204805 EDI CLAUDIO CAVALCANTI,124,0,0,0
33173958,0227801 EDI PROFESSORA EDIR CASEIRO RIBEIRO,147,0,0,0
33173966,0918096 ESCOLA MUNICIPAL PROFESSORA NORMA CHAMARELLI MARQUES,0,48,452,0
33173974,1019076 ESCOLA MUNICIPAL EULALIA RODRIGUES DE OLIVEIRA VIEIRA,0,0,249,0
33173982,1019818 EDI RENEE BISCAIA RAPOSO,105,230,0,0
33173990,COLEGIO DE A A Z - UNIDADE TIJUCA,0,0,0,177
33174180,CENTRO EDUCACIONAL EVANGELICO VIEIRA SANTANA LDA,16,45,97,0
33174202,SENAC MARAPENDI,0,0,0,0
33174288,ESCOLA SUICO BRASILEIRA RIO DE JANEIRO BY SWISS INTERNATIONAL SCHOOLS DO BRASIL,12,100,182,0
33174342,CENTRO DE DESENVOLVIMENTO INFANTIL LTDA,31,0,0,0
33174369,CENTRO EDUCATIVO PADRE AGOSTINHO CASTEJON,40,72,0,0
33174385,COLEGIO SEPETIBA,10,31,78,0
33174393,CRECHE ESPACO CRIANCA FELIZ LTDA-ME,19,8,0,0
33174415,ESCOLA BRINCANDO E APRENDENDO LTDA - ME,28,32,0,0
33174423,CHILDREN CRECHE E ESCOLA LTDA,26,27,43,0
33174440,FLORESCENDO ESCOLA DE EDUCACAO INFANTIL,43,73,0,0
33174458,CRECHE ESCOLA CATAVENTO LTDA,71,37,0,0
33174466,ESCOLA PARQUE - INFANTIL,147,165,133,0
33174474,CRECHE ESCOLA BABY EASE,68,74,0,0
33174490,CRECHE ESCOLA INTERATIVA,20,19,0,0
33174504,CRECHE ESCOLA PALACIO INFANTIL,59,43,0,0
33174520,CRECHE ESCOLA MUNDO BABY,16,6,0,0
33174539,COLEGIO PORTO REAL,66,0,0,0
33174547,COLEGIO DE APLICACAO CRIATIVO LTDA,59,54,0,0
33174563,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU,49,24,0,0
33174571,LES PETITS,58,16,8,0
33174598,COLEGIO MONTE ALTO,77,29,0,0
33174610,ESPACO DE EDUCACAO INFANTIL BATAN,200,0,0,0
33174644,CRECHE ESCOLA BOLA E BAMBOLE,21,15,0,0
33174679,CENTRO EDUCACIONAL HEBROM,6,9,0,0
33174687,CENTRO DE CRIATIVIDADE PLANETA CRIANCA,10,7,0,0
33174776,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS REALENGO,0,0,0,0
33174954,CENTRO EDUCACIONAL NOVA ESPERANCA,22,35,116,0
33174970,COLEGIO ARAUJO ROCHA LTDA EPP,33,63,489,52
33175063,CENTRO EDUCACIONAL COUTINHO,47,35,95,0
33175071,CENTRO EDUCACIONAL KWASINSKY,31,48,116,0
33175110,CURSO PROGRESSAO ILHA DO GOVERNADOR LTDA ME,0,0,0,0
33175136,CRECHE NEW LITTLE KIDS LTDA,24,6,0,0
33175195,COLEGIO E CURSO MIGUEL COUTO - ILHA DO GOVERNADOR,0,0,0,122
33175268,INSTITUTO MONITOR LTDA,0,0,0,0
33175292,LAR DA CRIANCA RELIGIOSA ISRAELITA ROSA WAISMAN,3,0,0,0
33175357,BARRA NOVA CRECHE ESCOLAR LTDA,73,39,0,0
33175365,ESCOLA DE QUALIFICACAO PROFISSIONAL GRUPO BB LTDA ME,0,0,0,0
33175454,COLEGIO SANTOS MOURA,0,0,0,0
33175551,COLEGIO E CURSO APLICACAO,45,63,281,71
33175616,CRECHE ERA UMA VEZ,28,5,0,0
33175632,INSTITUTO SANT ANNA DE EDUCACAO,19,31,164,61
33175659,COLEGIO APOLLO 12,0,0,153,301
33175675,COLEGIO CARDEAL LEME,0,0,57,29
33175721,0204806 EDI IRMA MARGARITA ALARCON,105,38,0,0
33175730,0625815 EDI PROFESSORA KRISTINA ROMOLO KIFFER,166,48,0,0
33175748,0625818 EDI MARIA EUGENIA CANELHAS,93,106,0,0
33175756,0625819 EDI PROFESSORA MARIZA PIMENTA,162,84,0,0
33175764,0833808 EDI PROFESSORA VANUZIA BASTOS DA SILVA,143,136,0,0
33175772,1120032 ESCOLA MUNICIPAL GEO NELSON PRUDENCIO,0,0,402,0
33175780,1120804 EDI PROFESSORA ANNA MARIA JESUS CONCEICAO,121,149,0,0
33175799,0625042 ESCOLA MUNICIPAL TEMISTOCLES DALMACIO PEREIRA,0,0,247,0
33175934,ASSOCIACAO CENTRO EDUCACIONAL REBRAL,56,0,0,0
33175942,0430808 EDI AZOILDA TRINDADE ZO,169,117,0,0
33175950,0430014 ESCOLA MUNICIPAL LINO MARTINS DA SILVA,0,0,497,0
33175977,JARDIM ESCOLA MANANCIAL,14,13,16,0
33175985,JARDIM DE INFANCIA GOLFINHO COMPANHEIRO,15,33,0,0
33175993,CENTRO CULTURAL PEDRO II - CARVALHO RAMOS,54,81,375,0
33176019,INSTITUTO ALPEN DE ENSINO LTDA,85,45,0,0
33176043,0430807 EDI MARIA AMELIA CASTRO E SILVA BELFORT,170,121,0,0
33176051,0430015 ESCOLA MUNICIPAL ERPIDIO CABRAL DE SOUZA,0,0,235,0
33176060,0430016 ESCOLA MUNICIPAL OLIMPIADAS RIO 2016,0,0,706,0
33176078,1019824 EDI PROFESSORA LILIA CHAVES DA COSTA,147,351,0,0
33176086,1019820 EDI INAIA WANDERLEY CARMO,195,197,0,0
33176094,1019822 EDI PROFESSORA KATIA MIRANDA SANTOS,155,295,0,0
33176108,1019823 EDI MARIA ROSANGELA OLIVEIRA TIA NEGUINHA,143,346,0,0
33176116,1026029 ESCOLA MUNICIPAL PROFESSOR ARI MARQUES PONTES,0,0,837,0
33176124,1026028 ESCOLA MUNICIPAL PROFESSOR JORGE LUIZ ITABORAI DE ALMEIDA,0,0,475,0
33176132,CENTRO EDUCACIONAL CULTURA INFANTIL,13,18,0,0
33176140,CENTRO DE EDUCACAO INFANTIL PRIMEIRA LTDA,75,22,0,0
33176167,1019078 ESCOLA MUNICIPAL PARALIMPIADAS RIO 2016,0,0,749,0
33176175,1019079 ESCOLA MUNICIPAL EMILINHA BORBA,0,0,977,0
33176183,1019082 ESCOLA MUNICIPAL PROFESSORA CLARA LUCIA DE SOUSA,0,0,700,0
33176191,1019080 ESCOLA MUNICIPAL PROFESSOR NEEMIAS RODRIGUES DE MELLO,0,0,839,0
33176213,1019081 ESCOLA MUNICIPAL WALQUIR PEREIRA,0,0,889,0
33176221,0918828 EDI ALYRIO CAVALLIERI,194,210,0,0
33176230,0918829 EDI RUBEM AZEVEDO ALVES,93,227,0,0
33176248,PLANETA BAMBINI CRECHE ESCOLA LTDA,47,15,0,0
33176337,0716819 EDI PROFESSORA NORMA ANDRADE NOGUEIRA,156,230,0,0
33176345,0918098 ESCOLA MUNICIPAL MIGUEL DE OLIVEIRA,0,0,778,0
33176353,0918099 ESCOLA MUNICIPAL PROFESSOR ANTONIO BOAVENTURA,0,0,593,0
33176361,0918823 EDI PROFESSOR DERSU GABRIEL BICEGO,149,178,0,0
33176370,0918824 EDI ALBERTO FERREIRA PINTO,222,224,0,0
33176388,0918825 EDI PROFESSORA TERESINHA DE JESUS SIQUEIRA BROWN,217,218,0,0
33176396,0918827 EDI ATAULFO ALVES,172,193,0,0
33176418,CLIC-CENTRO LUDICO INFANTIL CULTURAL,34,11,0,0
33176426,ESCOLA DA TRAVESSA,5,7,0,0
33176434,ESCOLA PEDRA DA GAVEA,52,0,0,0
33176442,JOVENS TALENTOS ESCOLA DE EDUCACAO CONTEMPORANEA LTDA - TALENTO,45,0,0,0
33176450,COLEGIO ISRAELITA BRASILEIRO A LIESSIN -SCHOLEM ALEICHEM,57,24,0,0
33176469,BOM TEMPO CRECHE E EDUCACAO INFANTIL LTDA,136,37,0,0
33176477,CRECHE E ESCOLA EXUPERY LTDA,28,28,15,0
33176493,CRECHE HELP MAE,55,20,0,0
33176507,CRECHE E ESCOLA CURIO - EIRELI,35,34,0,0
33176515,ENSINA-ME A VIVER CRECHE ESCOLA SUSTENTAVEL,50,37,0,0
33176523,ESPACO CRIANCA,27,8,0,0
33176531,OS BATUTINHAS,72,23,0,0
33176540,CRECHE ESCOLA ACONCHEGO LTDA,27,47,69,0
33176671,COLEGIO INSTITUTO MARCOS FREITAS,0,0,0,212
